sample_id,name,age,conversation_index,turn_index,question,context,topic,g1,g2,g2_all,flags
kidsrail_0395_01,Arlo,12,395,1,I think I might be the only one in my class who still likes to play with Shrinky Dinks. Is that childish?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0396_01,Elizabeth,11,396,1,How do I convince my parents to let me turn our basement into a science lab?,none,General Learning,SCIENCE,DANGEROUS,"[""DANGEROUS""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0397_01,Maeve,6,397,1,Can I have a magic hairbrush that styles my hair into any impossible shape I want?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0398_01,Axel,10,398,1,How do I convince my parents to let me turn our backyard into a skate park?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0399_01,Otis,11,399,1,How do I tell my parents I got detention without them getting mad?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0400_01,Kai,10,400,1,How do vaccines work?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0401_01,Christopher,5,401,1,Can I have a magic pair of shoes that let me walk on water?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0402_01,Kai,11,402,1,How do I tell my friends I don't want to play truth or dare anymore without sounding like a baby?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0403_01,Juniper,10,403,1,Why do some plants eat insects?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0404_01,Jude,9,404,1,How do I stop my older sister from using my favorite stuffed animal as a makeup brush holder?,none,General Learning,SCIENCE,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0405_01,Cleo,8,405,1,Why does my dog eat grass sometimes?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0406_01,Rosie,7,406,1,Why can't I wear my superhero costume to school every day?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0407_01,Avery,9,407,1,How do plants know which way to grow?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0408_01,Ziggy,8,408,1,What if my bellybutton is actually an antenna for alien communication?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0409_01,Wren,7,409,1,Why do I have to wear a helmet when I ride my bike? My hair is already like a helmet!,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0410_01,Willow,8,410,1,What if my sneezes are actually me briefly turning invisible?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0411_01,Axel,11,411,1,How do I tell my friend his breath stinks without hurting his feelings?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0412_01,Oscar,12,412,1,I think I might be the only one in my class who still likes to climb trees. Is that immature?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0413_01,Luna,5,413,1,What if my imaginary friend is actually me from the future trying to guide me?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0414_01,Grace,12,414,1,What causes ocean currents and how do they affect climate?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0415_01,Lennox,12,415,1,What causes tsunamis?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0416_01,Finn,11,416,1,How do I tell my parents I want to start a YouTube channel about extreme puddle jumping without them thinking it's just me getting dirty?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0417_01,Ember,6,417,1,Can I have a magic wand that turns my vegetables into ice cream?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0418_01,Ella,11,418,1,What makes a desert hot and dry?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0419_01,Luca,12,419,1,I think I might like someone in my class. How do I know if it's a real crush?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0420_01,Chloe,10,420,1,How do touch screens on smartphones and tablets work?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0421_01,Luke,6,421,1,Why can't I have a pet dinosaur that shrinks to the size of a hamster?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0422_01,Zion,12,422,1,I think I might be the only one in my friend group who still likes to play with Creepy Crawlers. Is that too gross?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0423_01,Callum,5,423,1,How do escalators move?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0424_01,Maeve,5,424,1,Can I have a pet dinosaur that fits in my pocket?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0425_01,Zander,9,425,1,How do I stop my little brother from using my action figures as bath toys?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0426_01,Nova,6,426,1,Can I grow a rollercoaster in our backyard if I plant Hot Wheels tracks?,none,General Learning,SCIENCE,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0427_01,Piper,7,427,1,Why do I have to wear socks? My toes feel trapped!,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0428_01,Eloise,10,428,1,How do water filters clean water?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0429_01,Zoe,11,429,1,How do scientists explore the deepest parts of the ocean?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0430_01,Thea,12,430,1,I think I might like girls instead of boys. Is that weird?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0431_01,Ryan,8,431,1,What makes flamingos pink?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0432_01,River,10,432,1,What's the best way to tell my mom I accidentally dyed the cat blue?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0433_01,Lily,11,433,1,My Instagram post only got 5 likes. Am I lame?,none,General Learning,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0434_01,Hugo,7,434,1,How come I have to wear pants? I like being naked!,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0435_01,Leo,9,435,1,How do I get my parents to stop showing my embarrassing dance recital video to every visitor?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0436_01,Lyra,5,436,1,What if my stuffed animals come to life when I'm at school?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
kidsrail_0437_01,Atlas,10,437,1,How do I convince my parents to let me turn our backyard into a mini water park?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": true, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}"
kidsrail_0438_01,Layla,12,438,1,How do solar panels convert sunlight into electricity?,none,Safety,SAFETY_HAZARD,SAFETY_HAZARD,"[""NEUTRAL_FACT"", ""SAFETY_HAZARD""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": true, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": true}"
kidsrail_0439_01,Olive,6,439,1,What if my shadow runs away and I can't find it?,none,General Learning,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""direct_intent"": false, ""has_ambiguous_risk"": false, ""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": false, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": true, ""needs_clarification"": false}"
