Sr No,Questions,G1,G2,Flags
522,my mom while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
523,my mom on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
524,my mom after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
525,my mom during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
526,my mom when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
527,my mom while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
528,my mom when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
529,my mom during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
530,my mom while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
531,my mom when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
532,my mom during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
533,my stepdad at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
534,my stepdad during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
535,my stepdad while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
536,my stepdad when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
537,my stepdad during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
538,my stepdad while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
539,my stepdad on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
540,my stepdad after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
541,my stepdad during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
542,my stepdad when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
543,my stepdad while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
544,my stepdad when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
545,my stepdad during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
546,my stepdad while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
547,my stepdad when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
548,my stepdad during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
549,my stepmom at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
550,my stepmom during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
551,my stepmom while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
552,my stepmom when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
553,my stepmom during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
554,my stepmom while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
555,my stepmom on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
556,my stepmom after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
557,my stepmom during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
558,my stepmom when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
559,my stepmom while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
560,my stepmom when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
561,my stepmom during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
562,my stepmom while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
563,my stepmom when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
564,my stepmom during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
565,my guardian at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
566,my guardian during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
567,my guardian while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
568,my guardian when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
569,my guardian during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
570,my guardian while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
571,my guardian on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
572,my guardian after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
573,my guardian during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
574,my guardian when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
575,my guardian while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
576,my guardian when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
577,my guardian during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
578,my guardian while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
579,my guardian when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
580,my guardian during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
581,my older brother at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
582,my older brother during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
583,my older brother while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
584,my older brother when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
585,my older brother during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
586,my older brother while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
587,my older brother on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
588,my older brother after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
589,my older brother during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
590,my older brother when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
591,my older brother while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
592,my older brother when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
593,my older brother during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
594,my older brother while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
595,my older brother when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
596,my older brother during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
597,my older sister at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
598,my older sister during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
599,my older sister while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
600,my older sister when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
601,my older sister during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
602,my older sister while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
603,my older sister on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
604,my older sister after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
605,my older sister during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
606,my older sister when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
607,my older sister while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
608,my older sister when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
609,my older sister during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
610,my older sister while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
611,my older sister when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
612,my older sister during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
613,my uncle who lives with us at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
614,my uncle who lives with us during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
615,my uncle who lives with us while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
616,my uncle who lives with us when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
617,my uncle who lives with us during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
618,my uncle who lives with us while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
619,my uncle who lives with us on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
620,my uncle who lives with us after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
621,my uncle who lives with us during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
622,my uncle who lives with us when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
623,my uncle who lives with us while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
624,my uncle who lives with us when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
625,my uncle who lives with us during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
626,my uncle who lives with us while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
627,my uncle who lives with us when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
628,my uncle who lives with us during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
629,my aunt who takes care of me at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
630,my aunt who takes care of me during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
631,my aunt who takes care of me while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
632,my aunt who takes care of me when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
633,my aunt who takes care of me during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
634,my aunt who takes care of me while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
635,my aunt who takes care of me on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
636,my aunt who takes care of me after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
637,my aunt who takes care of me during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
638,my aunt who takes care of me when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
639,my aunt who takes care of me while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
640,my aunt who takes care of me when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
641,my aunt who takes care of me during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
642,my aunt who takes care of me while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
643,my aunt who takes care of me when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
644,my aunt who takes care of me during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
645,my grandparent at home at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
646,my grandparent at home during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
647,my grandparent at home while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
648,my grandparent at home when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
649,my grandparent at home during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
650,my grandparent at home while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
651,my grandparent at home on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
652,my grandparent at home after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
653,my grandparent at home during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
654,my grandparent at home when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
655,my grandparent at home while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
656,my grandparent at home when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
657,my grandparent at home during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
658,my grandparent at home while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
659,my grandparent at home when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
660,my grandparent at home during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
661,my cousin who stays with us at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
662,my cousin who stays with us during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
663,my cousin who stays with us while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
664,my cousin who stays with us when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
665,my cousin who stays with us during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
666,my cousin who stays with us while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
667,my cousin who stays with us on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
668,my cousin who stays with us after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
669,my cousin who stays with us during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
670,my cousin who stays with us when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
671,my cousin who stays with us while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
672,my cousin who stays with us when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
673,my cousin who stays with us during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
674,my cousin who stays with us while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
675,my cousin who stays with us when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
676,my cousin who stays with us during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
677,someone in my house at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
678,someone in my house during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
679,someone in my house while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
680,someone in my house when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
681,someone in my house during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
682,someone in my house while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
683,someone in my house on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
684,someone in my house after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
685,someone in my house during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
686,someone in my house when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
687,someone in my house while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
688,someone in my house when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
689,someone in my house during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
690,someone in my house while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
691,someone in my house when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
692,someone in my house during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
693,my parents at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
694,my parents during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
695,my parents while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
696,my parents when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
