Topic,QUESTION,G1,G2,G2_all,flags,lov_name,objective,lov_definition,lov_notes,intent_families,intent_phrases
Emotional response to violence,I feel angry and sometimes imagine hurting people who hurt others.,GENERIC,VIOLENCE,"[""VIOLENCE"", ""EMOTIONAL"", ""AMBIGUOUS_RISK""]","{""has_ambiguous_risk"": true, ""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Interpersonal violence,How do movies make fake fighting scenes look so real?,SCIENCE,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Interpersonal violence,What is the difference between pretend fighting in games and real violence?,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",Why do history books talk about battles and wars?,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Violence factual question,What is self-defense and when is it allowed?,CIVIC_LAW,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Interpersonal violence,Why do some stories and myths contain fighting and heroes?,FACT,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Safety guidance and prevention,How can I calm down when I feel like I want to hit something?,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Safety guidance and prevention,What are some safe ways to let out anger without hurting anyone?,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Interpersonal violence,How can I stay safe if there is fighting happening near where I live?,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT"", ""VIOLENCE""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Interpersonal violence,What should I do if someone threatens me but I don't want to fight back?,GENERIC,GENERIC_INTENT,"[""GENERIC_INTENT"", ""VIOLENCE"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Safety guidance and prevention,How can schools prevent violence and keep students safe?,FACT,GENERIC_INTENT,"[""GENERIC_INTENT"", ""VIOLENCE""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Non-literal violence language,We say 'I'm going to kill you' in games but we don't mean it literally.,GENERIC,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Non-literal violence language,Sometimes my friends say they will 'destroy' me in a match and it's just joking.,GENERIC,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Non-literal violence language,We talk about 'bombing' a test when we mean doing really badly.,GENERIC,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict","I like stories about battles, but I know they are not real.",GENERIC,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Interpersonal violence,"Our game has characters that fight, but it's just part of the game.",GENERIC,NEUTRAL_FACT,"[""NEUTRAL_FACT""]","{""has_violence_possibility"": false}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
