question,g1,g2
Is there a polite way to reconnect after an awkward moment with my project partner?,GENERIC,GENERIC_INTENT
How can I reconnect after an awkward moment with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to reconnect after an awkward moment with my project partner?,GENERIC,GENERIC_INTENT
How do I make a better first impression with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to make a better first impression with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to make a better first impression with my project partner?,GENERIC,GENERIC_INTENT
How can I make a better first impression with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to make a better first impression with my project partner?,GENERIC,GENERIC_INTENT
How do I show that I want to be friends with my project partner?,GENERIC,GENERIC_INTENT
What should I say if I want to show that I want to be friends with my project partner?,GENERIC,GENERIC_INTENT
Is there a polite way to show that I want to be friends with my project partner?,GENERIC,GENERIC_INTENT
How can I show that I want to be friends with my project partner without sounding weird?,GENERIC,GENERIC_INTENT
What is a good first step if I want to show that I want to be friends with my project partner?,GENERIC,GENERIC_INTENT
