term,usage_examples,category,text,g1,g2
wtf...,"The moderation review flagged ""wtf..."" as vulgar language in context.",vulgarity,He got angry and shouted wtf... when he dropped his phone.,GENERIC,['GENERIC_INTENT']
wtf...,"The moderation review flagged ""wtf..."" as vulgar language in context.",vulgarity,The message just said wtf... after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
wtf...,"The moderation review flagged ""wtf..."" as vulgar language in context.",vulgarity,Someone typed wtf... in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
wtf...,"The moderation review flagged ""wtf..."" as vulgar language in context.",vulgarity,She muttered wtf... under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
wtf...,"The moderation review flagged ""wtf..."" as vulgar language in context.",vulgarity,The post ended with wtf... because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
total ffs af,"The moderation review flagged ""total ffs af"" as vulgar language in context.",vulgarity,He got angry and shouted total ffs af when he dropped his phone.,GENERIC,['GENERIC_INTENT']
total ffs af,"The moderation review flagged ""total ffs af"" as vulgar language in context.",vulgarity,The message just said total ffs af after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
total ffs af,"The moderation review flagged ""total ffs af"" as vulgar language in context.",vulgarity,Someone typed total ffs af in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
total ffs af,"The moderation review flagged ""total ffs af"" as vulgar language in context.",vulgarity,She muttered total ffs af under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
total ffs af,"The moderation review flagged ""total ffs af"" as vulgar language in context.",vulgarity,The post ended with total ffs af because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
absolute af,"The moderation review flagged ""absolute af"" as vulgar language in context.",vulgarity,He got angry and shouted absolute af when he dropped his phone.,GENERIC,['GENERIC_INTENT']
absolute af,"The moderation review flagged ""absolute af"" as vulgar language in context.",vulgarity,The message just said absolute af after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
absolute af,"The moderation review flagged ""absolute af"" as vulgar language in context.",vulgarity,Someone typed absolute af in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
absolute af,"The moderation review flagged ""absolute af"" as vulgar language in context.",vulgarity,She muttered absolute af under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
absolute af,"The moderation review flagged ""absolute af"" as vulgar language in context.",vulgarity,The post ended with absolute af because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
screw this af,"The moderation review flagged ""screw this af"" as vulgar language in context.",vulgarity,He got angry and shouted screw this af when he dropped his phone.,GENERIC,['GENERIC_INTENT']
screw this af,"The moderation review flagged ""screw this af"" as vulgar language in context.",vulgarity,The message just said screw this af after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
screw this af,"The moderation review flagged ""screw this af"" as vulgar language in context.",vulgarity,Someone typed screw this af in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
screw this af,"The moderation review flagged ""screw this af"" as vulgar language in context.",vulgarity,She muttered screw this af under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
screw this af,"The moderation review flagged ""screw this af"" as vulgar language in context.",vulgarity,The post ended with screw this af because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
the son of a bitch af,"The moderation review flagged ""the son of a bitch af"" as vulgar language in context.",vulgarity,He got angry and shouted the son of a bitch af when he dropped his phone.,GENERIC,['GENERIC_INTENT']
the son of a bitch af,"The moderation review flagged ""the son of a bitch af"" as vulgar language in context.",vulgarity,The message just said the son of a bitch af after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
the son of a bitch af,"The moderation review flagged ""the son of a bitch af"" as vulgar language in context.",vulgarity,Someone typed the son of a bitch af in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
the son of a bitch af,"The moderation review flagged ""the son of a bitch af"" as vulgar language in context.",vulgarity,She muttered the son of a bitch af under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
the son of a bitch af,"The moderation review flagged ""the son of a bitch af"" as vulgar language in context.",vulgarity,The post ended with the son of a bitch af because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
bastard!!,"The moderation review flagged ""bastard!!"" as vulgar language in context.",vulgarity,He got angry and shouted bastard!! when he dropped his phone.,GENERIC,['GENERIC_INTENT']
bastard!!,"The moderation review flagged ""bastard!!"" as vulgar language in context.",vulgarity,The message just said bastard!! after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
bastard!!,"The moderation review flagged ""bastard!!"" as vulgar language in context.",vulgarity,Someone typed bastard!! in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
bastard!!,"The moderation review flagged ""bastard!!"" as vulgar language in context.",vulgarity,She muttered bastard!! under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
bastard!!,"The moderation review flagged ""bastard!!"" as vulgar language in context.",vulgarity,The post ended with bastard!! because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
total motherfucker af,"The moderation review flagged ""total motherfucker af"" as vulgar language in context.",vulgarity,He got angry and shouted total motherfucker af when he dropped his phone.,GENERIC,['GENERIC_INTENT']
total motherfucker af,"The moderation review flagged ""total motherfucker af"" as vulgar language in context.",vulgarity,The message just said total motherfucker af after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
total motherfucker af,"The moderation review flagged ""total motherfucker af"" as vulgar language in context.",vulgarity,Someone typed total motherfucker af in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
total motherfucker af,"The moderation review flagged ""total motherfucker af"" as vulgar language in context.",vulgarity,She muttered total motherfucker af under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
total motherfucker af,"The moderation review flagged ""total motherfucker af"" as vulgar language in context.",vulgarity,The post ended with total motherfucker af because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
absolute goddamn!!,"The moderation review flagged ""absolute goddamn!!"" as vulgar language in context.",vulgarity,He got angry and shouted absolute goddamn!! when he dropped his phone.,GENERIC,['GENERIC_INTENT']
absolute goddamn!!,"The moderation review flagged ""absolute goddamn!!"" as vulgar language in context.",vulgarity,The message just said absolute goddamn!! after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
absolute goddamn!!,"The moderation review flagged ""absolute goddamn!!"" as vulgar language in context.",vulgarity,Someone typed absolute goddamn!! in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
absolute goddamn!!,"The moderation review flagged ""absolute goddamn!!"" as vulgar language in context.",vulgarity,She muttered absolute goddamn!! under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
absolute goddamn!!,"The moderation review flagged ""absolute goddamn!!"" as vulgar language in context.",vulgarity,The post ended with absolute goddamn!! because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
total jackshit...,"The moderation review flagged ""total jackshit..."" as vulgar language in context.",vulgarity,He got angry and shouted total jackshit... when he dropped his phone.,GENERIC,['GENERIC_INTENT']
total jackshit...,"The moderation review flagged ""total jackshit..."" as vulgar language in context.",vulgarity,The message just said total jackshit... after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
total jackshit...,"The moderation review flagged ""total jackshit..."" as vulgar language in context.",vulgarity,Someone typed total jackshit... in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
total jackshit...,"The moderation review flagged ""total jackshit..."" as vulgar language in context.",vulgarity,She muttered total jackshit... under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
total jackshit...,"The moderation review flagged ""total jackshit..."" as vulgar language in context.",vulgarity,The post ended with total jackshit... because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
total horseshit!!,"The moderation review flagged ""total horseshit!!"" as vulgar language in context.",vulgarity,He got angry and shouted total horseshit!! when he dropped his phone.,GENERIC,['GENERIC_INTENT']
total horseshit!!,"The moderation review flagged ""total horseshit!!"" as vulgar language in context.",vulgarity,The message just said total horseshit!! after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
total horseshit!!,"The moderation review flagged ""total horseshit!!"" as vulgar language in context.",vulgarity,Someone typed total horseshit!! in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
total horseshit!!,"The moderation review flagged ""total horseshit!!"" as vulgar language in context.",vulgarity,She muttered total horseshit!! under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
total horseshit!!,"The moderation review flagged ""total horseshit!!"" as vulgar language in context.",vulgarity,The post ended with total horseshit!! because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
total clusterfuck...,"The moderation review flagged ""total clusterfuck..."" as vulgar language in context.",vulgarity,He got angry and shouted total clusterfuck... when he dropped his phone.,GENERIC,['GENERIC_INTENT']
total clusterfuck...,"The moderation review flagged ""total clusterfuck..."" as vulgar language in context.",vulgarity,The message just said total clusterfuck... after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
total clusterfuck...,"The moderation review flagged ""total clusterfuck..."" as vulgar language in context.",vulgarity,Someone typed total clusterfuck... in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
total clusterfuck...,"The moderation review flagged ""total clusterfuck..."" as vulgar language in context.",vulgarity,She muttered total clusterfuck... under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
total clusterfuck...,"The moderation review flagged ""total clusterfuck..."" as vulgar language in context.",vulgarity,The post ended with total clusterfuck... because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
total douche!,"The moderation review flagged ""total douche!"" as vulgar language in context.",vulgarity,He got angry and shouted total douche! when he dropped his phone.,GENERIC,['GENERIC_INTENT']
total douche!,"The moderation review flagged ""total douche!"" as vulgar language in context.",vulgarity,The message just said total douche! after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
total douche!,"The moderation review flagged ""total douche!"" as vulgar language in context.",vulgarity,Someone typed total douche! in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
total douche!,"The moderation review flagged ""total douche!"" as vulgar language in context.",vulgarity,She muttered total douche! under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
total douche!,"The moderation review flagged ""total douche!"" as vulgar language in context.",vulgarity,The post ended with total douche! because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
that asswipe af,"The moderation review flagged ""that asswipe af"" as vulgar language in context.",vulgarity,He got angry and shouted that asswipe af when he dropped his phone.,GENERIC,['GENERIC_INTENT']
that asswipe af,"The moderation review flagged ""that asswipe af"" as vulgar language in context.",vulgarity,The message just said that asswipe af after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
that asswipe af,"The moderation review flagged ""that asswipe af"" as vulgar language in context.",vulgarity,Someone typed that asswipe af in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
that asswipe af,"The moderation review flagged ""that asswipe af"" as vulgar language in context.",vulgarity,She muttered that asswipe af under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
that asswipe af,"The moderation review flagged ""that asswipe af"" as vulgar language in context.",vulgarity,The post ended with that asswipe af because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
that assclown...,"The moderation review flagged ""that assclown..."" as vulgar language in context.",vulgarity,He got angry and shouted that assclown... when he dropped his phone.,GENERIC,['GENERIC_INTENT']
that assclown...,"The moderation review flagged ""that assclown..."" as vulgar language in context.",vulgarity,The message just said that assclown... after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
that assclown...,"The moderation review flagged ""that assclown..."" as vulgar language in context.",vulgarity,Someone typed that assclown... in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
that assclown...,"The moderation review flagged ""that assclown..."" as vulgar language in context.",vulgarity,She muttered that assclown... under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
that assclown...,"The moderation review flagged ""that assclown..."" as vulgar language in context.",vulgarity,The post ended with that assclown... because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
absolute asslicker af,"The moderation review flagged ""absolute asslicker af"" as vulgar language in context.",vulgarity,He got angry and shouted absolute asslicker af when he dropped his phone.,GENERIC,['GENERIC_INTENT']
absolute asslicker af,"The moderation review flagged ""absolute asslicker af"" as vulgar language in context.",vulgarity,The message just said absolute asslicker af after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
absolute asslicker af,"The moderation review flagged ""absolute asslicker af"" as vulgar language in context.",vulgarity,Someone typed absolute asslicker af in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
absolute asslicker af,"The moderation review flagged ""absolute asslicker af"" as vulgar language in context.",vulgarity,She muttered absolute asslicker af under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
absolute asslicker af,"The moderation review flagged ""absolute asslicker af"" as vulgar language in context.",vulgarity,The post ended with absolute asslicker af because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
total arsehole!,"The moderation review flagged ""total arsehole!"" as vulgar language in context.",vulgarity,He got angry and shouted total arsehole! when he dropped his phone.,GENERIC,['GENERIC_INTENT']
total arsehole!,"The moderation review flagged ""total arsehole!"" as vulgar language in context.",vulgarity,The message just said total arsehole! after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
total arsehole!,"The moderation review flagged ""total arsehole!"" as vulgar language in context.",vulgarity,Someone typed total arsehole! in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
total arsehole!,"The moderation review flagged ""total arsehole!"" as vulgar language in context.",vulgarity,She muttered total arsehole! under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
total arsehole!,"The moderation review flagged ""total arsehole!"" as vulgar language in context.",vulgarity,The post ended with total arsehole! because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
the bollocks!!,"The moderation review flagged ""the bollocks!!"" as vulgar language in context.",vulgarity,He got angry and shouted the bollocks!! when he dropped his phone.,GENERIC,['GENERIC_INTENT']
the bollocks!!,"The moderation review flagged ""the bollocks!!"" as vulgar language in context.",vulgarity,The message just said the bollocks!! after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
the bollocks!!,"The moderation review flagged ""the bollocks!!"" as vulgar language in context.",vulgarity,Someone typed the bollocks!! in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
the bollocks!!,"The moderation review flagged ""the bollocks!!"" as vulgar language in context.",vulgarity,She muttered the bollocks!! under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
the bollocks!!,"The moderation review flagged ""the bollocks!!"" as vulgar language in context.",vulgarity,The post ended with the bollocks!! because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
total bugger...,"The moderation review flagged ""total bugger..."" as vulgar language in context.",vulgarity,He got angry and shouted total bugger... when he dropped his phone.,GENERIC,['GENERIC_INTENT']
total bugger...,"The moderation review flagged ""total bugger..."" as vulgar language in context.",vulgarity,The message just said total bugger... after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
total bugger...,"The moderation review flagged ""total bugger..."" as vulgar language in context.",vulgarity,Someone typed total bugger... in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
total bugger...,"The moderation review flagged ""total bugger..."" as vulgar language in context.",vulgarity,She muttered total bugger... under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
total bugger...,"The moderation review flagged ""total bugger..."" as vulgar language in context.",vulgarity,The post ended with total bugger... because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
that shitshow,"The moderation review flagged ""that shitshow"" as vulgar language in context.",vulgarity,He got angry and shouted that shitshow when he dropped his phone.,GENERIC,['GENERIC_INTENT']
that shitshow,"The moderation review flagged ""that shitshow"" as vulgar language in context.",vulgarity,The message just said that shitshow after the plan got cancelled.,TECHNOLOGY,['GENERIC_INTENT']
that shitshow,"The moderation review flagged ""that shitshow"" as vulgar language in context.",vulgarity,Someone typed that shitshow in the chat when the game froze again.,TECHNOLOGY,['GENERIC_INTENT']
that shitshow,"The moderation review flagged ""that shitshow"" as vulgar language in context.",vulgarity,She muttered that shitshow under her breath when she missed the bus.,GENERIC,['GENERIC_INTENT']
that shitshow,"The moderation review flagged ""that shitshow"" as vulgar language in context.",vulgarity,The post ended with that shitshow because they were frustrated.,TECHNOLOGY,['GENERIC_INTENT']
blowjob...,"The moderation review flagged ""blowjob..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what blowjob... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
blowjob...,"The moderation review flagged ""blowjob..."" as sexual or explicit language in context.",sexual,A user kept posting blowjob... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
blowjob...,"The moderation review flagged ""blowjob..."" as sexual or explicit language in context.",sexual,An older teen wrote blowjob... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
blowjob...,"The moderation review flagged ""blowjob..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word blowjob... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
blowjob...,"The moderation review flagged ""blowjob..."" as sexual or explicit language in context.",sexual,People in the thread were repeating blowjob... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that boner,"The moderation review flagged ""that boner"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that boner means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that boner,"The moderation review flagged ""that boner"" as sexual or explicit language in context.",sexual,A user kept posting that boner jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that boner,"The moderation review flagged ""that boner"" as sexual or explicit language in context.",sexual,An older teen wrote that boner in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that boner,"The moderation review flagged ""that boner"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that boner and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that boner,"The moderation review flagged ""that boner"" as sexual or explicit language in context.",sexual,People in the thread were repeating that boner to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the boob!,"The moderation review flagged ""the boob!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what the boob! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the boob!,"The moderation review flagged ""the boob!"" as sexual or explicit language in context.",sexual,A user kept posting the boob! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the boob!,"The moderation review flagged ""the boob!"" as sexual or explicit language in context.",sexual,An older teen wrote the boob! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the boob!,"The moderation review flagged ""the boob!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word the boob! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the boob!,"The moderation review flagged ""the boob!"" as sexual or explicit language in context.",sexual,People in the thread were repeating the boob! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
boobs af,"The moderation review flagged ""boobs af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what boobs af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
boobs af,"The moderation review flagged ""boobs af"" as sexual or explicit language in context.",sexual,A user kept posting boobs af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
boobs af,"The moderation review flagged ""boobs af"" as sexual or explicit language in context.",sexual,An older teen wrote boobs af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
boobs af,"The moderation review flagged ""boobs af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word boobs af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
boobs af,"The moderation review flagged ""boobs af"" as sexual or explicit language in context.",sexual,People in the thread were repeating boobs af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
buttplug...,"The moderation review flagged ""buttplug..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what buttplug... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
buttplug...,"The moderation review flagged ""buttplug..."" as sexual or explicit language in context.",sexual,A user kept posting buttplug... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
buttplug...,"The moderation review flagged ""buttplug..."" as sexual or explicit language in context.",sexual,An older teen wrote buttplug... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
buttplug...,"The moderation review flagged ""buttplug..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word buttplug... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
buttplug...,"The moderation review flagged ""buttplug..."" as sexual or explicit language in context.",sexual,People in the thread were repeating buttplug... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that cameltoe,"The moderation review flagged ""that cameltoe"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that cameltoe means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that cameltoe,"The moderation review flagged ""that cameltoe"" as sexual or explicit language in context.",sexual,A user kept posting that cameltoe jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that cameltoe,"The moderation review flagged ""that cameltoe"" as sexual or explicit language in context.",sexual,An older teen wrote that cameltoe in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that cameltoe,"The moderation review flagged ""that cameltoe"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that cameltoe and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that cameltoe,"The moderation review flagged ""that cameltoe"" as sexual or explicit language in context.",sexual,People in the thread were repeating that cameltoe to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total cum af,"The moderation review flagged ""total cum af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total cum af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total cum af,"The moderation review flagged ""total cum af"" as sexual or explicit language in context.",sexual,A user kept posting total cum af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total cum af,"The moderation review flagged ""total cum af"" as sexual or explicit language in context.",sexual,An older teen wrote total cum af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total cum af,"The moderation review flagged ""total cum af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total cum af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total cum af,"The moderation review flagged ""total cum af"" as sexual or explicit language in context.",sexual,People in the thread were repeating total cum af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
deepthroat...,"The moderation review flagged ""deepthroat..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what deepthroat... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
deepthroat...,"The moderation review flagged ""deepthroat..."" as sexual or explicit language in context.",sexual,A user kept posting deepthroat... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
deepthroat...,"The moderation review flagged ""deepthroat..."" as sexual or explicit language in context.",sexual,An older teen wrote deepthroat... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
deepthroat...,"The moderation review flagged ""deepthroat..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word deepthroat... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
deepthroat...,"The moderation review flagged ""deepthroat..."" as sexual or explicit language in context.",sexual,People in the thread were repeating deepthroat... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dick af,"The moderation review flagged ""that dick af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that dick af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dick af,"The moderation review flagged ""that dick af"" as sexual or explicit language in context.",sexual,A user kept posting that dick af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dick af,"The moderation review flagged ""that dick af"" as sexual or explicit language in context.",sexual,An older teen wrote that dick af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dick af,"The moderation review flagged ""that dick af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that dick af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dick af,"The moderation review flagged ""that dick af"" as sexual or explicit language in context.",sexual,People in the thread were repeating that dick af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dildo!!,"The moderation review flagged ""that dildo!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that dildo!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dildo!!,"The moderation review flagged ""that dildo!!"" as sexual or explicit language in context.",sexual,A user kept posting that dildo!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dildo!!,"The moderation review flagged ""that dildo!!"" as sexual or explicit language in context.",sexual,An older teen wrote that dildo!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dildo!!,"The moderation review flagged ""that dildo!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that dildo!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that dildo!!,"The moderation review flagged ""that dildo!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating that dildo!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute handjob...,"The moderation review flagged ""absolute handjob..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what absolute handjob... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute handjob...,"The moderation review flagged ""absolute handjob..."" as sexual or explicit language in context.",sexual,A user kept posting absolute handjob... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute handjob...,"The moderation review flagged ""absolute handjob..."" as sexual or explicit language in context.",sexual,An older teen wrote absolute handjob... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute handjob...,"The moderation review flagged ""absolute handjob..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word absolute handjob... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute handjob...,"The moderation review flagged ""absolute handjob..."" as sexual or explicit language in context.",sexual,People in the thread were repeating absolute handjob... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the horny!,"The moderation review flagged ""the horny!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what the horny! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the horny!,"The moderation review flagged ""the horny!"" as sexual or explicit language in context.",sexual,A user kept posting the horny! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the horny!,"The moderation review flagged ""the horny!"" as sexual or explicit language in context.",sexual,An older teen wrote the horny! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the horny!,"The moderation review flagged ""the horny!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word the horny! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the horny!,"The moderation review flagged ""the horny!"" as sexual or explicit language in context.",sexual,People in the thread were repeating the horny! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
