id,Topic,Question,G1,G2,G2_all,risk_signal,flags
GRM-0244,ONLINE_STRANGERS_GROOMING_RISK,What does it mean when someone I met during an online quiz on Telegram sends messages that feel inappropriate and says I am overreacting?,TECHNOLOGY,GROOMING,"[""GROOMING""]",adult_content_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0245,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a neighbour I barely know on Roblox chat asks questions that feel too private for a child?,TECHNOLOGY,GROOMING,"[""GROOMING""]",adult_content_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0246,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a stranger who messaged me after seeing my profile on Roblox chat keeps making grown-up jokes that make me uncomfortable?,TECHNOLOGY,GROOMING,"[""GROOMING""]",adult_content_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0247,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone from a homework help group on Minecraft server chat asks questions that feel too private for a child?,TECHNOLOGY,GROOMING,"[""GROOMING""]",adult_content_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0248,ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone from a fan group on an online study group changes normal chats into uncomfortable personal topics?,TECHNOLOGY,GROOMING,"[""GROOMING""]",adult_content_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0249,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if a friend of my cousin on a gaming app asks me to keep talking even when the topic feels wrong?,TECHNOLOGY,GROOMING,"[""GROOMING""]",adult_content_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0250,ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when a person who follows me on social media on a secret chat asks me to keep talking even when the topic feels wrong?,TECHNOLOGY,GROOMING,"[""GROOMING""]",adult_content_boundary,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0251,ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if someone who says they understand me better than my family on a text message keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0252,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a stranger from a video app on Snapchat told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0253,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when someone from a music fan page on a gaming app asked me to use a nickname so adults cannot find the chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0254,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they asked me to turn off disappearing message alerts on an online study group?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0255,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a stranger who messaged me after seeing my profile on an online study group said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0256,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a stranger from a video app on a fan club chat told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0257,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a senior student at school on Snapchat asked me to turn off disappearing message alerts?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0258,ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone who says they understand me better than my family on a secret chat keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0259,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they understand me better than my family on WhatsApp said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0260,ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if a stranger who messaged me after seeing my profile on a text message keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0261,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone who says they know my school on a secret chat told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0262,ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a stranger who says they are also a kid on a secret chat keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0263,ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone who says they understand me better than my family on Instagram told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0264,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person from my tuition class on Minecraft server chat said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0265,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they told me to delete our chat after every conversation on a school group chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0266,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if someone I met during an online quiz on Facebook Messenger asked me to use a nickname so adults cannot find the chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0267,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when someone I met during an online quiz on YouTube comments said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0268,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when an older person from a group chat on Discord asked me to use a nickname so adults cannot find the chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0269,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that someone I met through a drawing community on a new app they asked me to install asked me to use a nickname so adults cannot find the chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0270,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if an older person from a group chat on Roblox chat keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0271,ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when someone who says they know my school on a gaming app asked me to turn off disappearing message alerts?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0272,ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a person who joined my class chat on a text message told me to delete our chat after every conversation?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0273,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when someone I met in an online game on Roblox chat asked me to turn off disappearing message alerts?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0274,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when a person from a local community group on a gaming app said I should clear call history so no one worries?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0275,ONLINE_STRANGERS_GROOMING_RISK,What should I do if someone who says they understand me better than my family on Minecraft server chat keeps telling me not to save any messages?,TECHNOLOGY,GROOMING,"[""GROOMING""]",deleting_evidence,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0276,ONLINE_STRANGERS_GROOMING_RISK,What are safe steps if a person from my tuition class on WhatsApp claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0277,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if a stranger from a video app on a fan club chat says they can make me famous if I trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0278,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when someone I met through a drawing community on a gaming app offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0279,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that a stranger who says they are also a kid on a text message offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0280,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone who says they understand me better than my family on my email offered to mentor me but avoids speaking to my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0281,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person who comments on my posts a lot on Roblox chat says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0282,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone who says they understand me better than my family on a private message offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0283,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a friend of my cousin on a video calling app offered to mentor me but avoids speaking to my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0284,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they says they can help with my homework only if we chat privately on Roblox chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0285,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that someone who says they know my school on my email claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0286,ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if a person from my tuition class on a fan club chat offered to mentor me but avoids speaking to my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0287,ONLINE_STRANGERS_GROOMING_RISK,How do I explain to my parents that someone who says they understand me better than my family on my email offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0288,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if someone from a homework help group on a video calling app claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0289,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a stranger from a video app on Minecraft server chat says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0290,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they says they can make me famous if I trust them on YouTube comments?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0291,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a person who says they can help me become popular on Instagram says they can make me famous if I trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0292,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when a friend of my cousin on Instagram claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0293,ONLINE_STRANGERS_GROOMING_RISK,How do I say no when someone who says they understand me better than my family on Roblox chat says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0294,ONLINE_STRANGERS_GROOMING_RISK,Is this grooming if someone I met in an online game on Discord says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0295,ONLINE_STRANGERS_GROOMING_RISK,Should I block someone I met through a drawing community on my email if they offered coaching but wants personal details first?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0296,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they offered coaching but wants personal details first on YouTube comments?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0297,ONLINE_STRANGERS_GROOMING_RISK,What does it mean when someone who says they are a talent scout on Instagram says they can help with my homework only if we chat privately?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0298,ONLINE_STRANGERS_GROOMING_RISK,How can I stay safe when someone from a music fan page on Instagram claims they can get me into a team if I keep it secret?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0299,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a person who comments on my posts a lot on Roblox chat offered to mentor me but avoids speaking to my parents?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0300,ONLINE_STRANGERS_GROOMING_RISK,Why do I feel uncomfortable when a person from my sports practice on a school group chat says they can make me famous if I trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",false_help_offer,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0301,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if someone I met during an online quiz on Telegram keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0302,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they gives me lots of compliments and then asks for secrets on a voice chat?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0303,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if a senior student at school on Instagram keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0304,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone from a music fan page on Discord messages me every day with praise and asks private questions?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0305,ONLINE_STRANGERS_GROOMING_RISK,Is it safe if a person from my tuition class on a private message says I am more mature than other kids and should trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0306,ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a person who says they can help me become popular on an online study group makes me feel important but also asks me to hide the chats?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0307,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when a stranger who says they are also a kid on Discord makes me feel important but also asks me to hide the chats?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0308,ONLINE_STRANGERS_GROOMING_RISK,What should I do if a senior student at school on Minecraft server chat keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0309,ONLINE_STRANGERS_GROOMING_RISK,Is it okay to keep chatting when someone from a homework help group on a voice chat says I am more mature than other kids and should trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0310,ONLINE_STRANGERS_GROOMING_RISK,Should I tell an adult if someone from a music fan page on a video calling app keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0311,ONLINE_STRANGERS_GROOMING_RISK,Who should I talk to if a person from my sports practice on Snapchat keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0312,ONLINE_STRANGERS_GROOMING_RISK,Can a nice person still be unsafe if they makes me feel important but also asks me to hide the chats on Discord?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0313,ONLINE_STRANGERS_GROOMING_RISK,What does it mean when a person who says they are my online best friend on WhatsApp says I am more mature than other kids and should trust them?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0314,ONLINE_STRANGERS_GROOMING_RISK,Is it safe if a senior student at school on YouTube comments keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0315,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if someone from a music fan page on a secret chat makes me feel important but also asks me to hide the chats?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0316,ONLINE_STRANGERS_GROOMING_RISK,Is it safe if a person from my sports practice on Facebook Messenger keeps calling me special and asks me not to listen to others?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
GRM-0317,ONLINE_STRANGERS_GROOMING_RISK,What should I save as proof if a neighbour I barely know on a video calling app makes me feel important but also asks me to hide the chats?,TECHNOLOGY,GROOMING,"[""GROOMING""]",compliments_attention,"{""grooming_risk"": true, ""child_perspective"": true, ""contains_explicit_sexual_detail"": false, ""needs_trusted_adult_guidance"": true, ""g2_confidence_threshold"": "">80%""}"
