row_id,focus_term,slang_terms_used,input_text,usage_type,child_safe_meaning,suggested_g2,suggested_flags,safety_note,source_url_or_note
588,skibidi toilet,skibidi toilet,Should I stop saying skibidi toilet if my teacher finds it annoying? Can it hurt someone's feelings?,social_advice,absurd/random meme reference; chaotic or silly vibe,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
589,skibidi toilet,skibidi toilet,My cousin keeps calling me skibidi toilet and laughing at me. Is this internet slang?,possible_teasing,absurd/random meme reference; chaotic or silly vibe,BULLYING,has_bullying_involved=true,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
590,skibidi toilet,skibidi toilet,Everyone says skibidi toilet jokes and I feel confused. What are they talking about? I do not want to sound mean.,emotional_confusion,absurd/random meme reference; chaotic or silly vibe,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
591,skibidi toilet,skibidi toilet,Make a silly clean caption using skibidi toilet about my handwriting. Can you make it normal English?,creative_safe,absurd/random meme reference; chaotic or silly vibe,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
592,skibidi toilet,skibidi toilet,Everyone says skibidi toilet jokes and I feel confused. What are they talking about? Use easy words.,emotional_confusion,absurd/random meme reference; chaotic or silly vibe,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
593,skibidi toilet,what the skibidi,"Make a clean caption with ""what the skibidi"" about my haircut. Please explain simply.",creative_safe,absurd/random meme reference; chaotic or silly vibe,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
594,skibidi toilet,skibidi toilet,What is skibidi toilet and why does a classmate keep saying it during art class? I do not want to sound mean.,meaning_clarification,absurd/random meme reference; chaotic or silly vibe,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
595,skibidi toilet,what the skibidi,"Should I use ""what the skibidi"" in group chat or is it too cringe? I do not want to get in trouble.",social_advice,absurd/random meme reference; chaotic or silly vibe,PERSONAL_DIRECTION,has_personal_direction=true,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
596,skibidi toilet,skibidi toilet,Make a silly clean caption using skibidi toilet about my clay model. Please explain simply.,creative_safe,absurd/random meme reference; chaotic or silly vibe,GENERIC_INTENT,,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
597,skibidi toilet,skibidi rizz,"Could ""skibidi rizz"" mean something different depending on the meme? Explain without making it weird.",context_check,absurd/random meme reference; chaotic or silly vibe,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
598,skibidi toilet,skibidi toilet,Everyone says skibidi toilet jokes and I feel confused. What are they talking about? Make it kid-safe.,emotional_confusion,absurd/random meme reference; chaotic or silly vibe,EMOTIONAL,has_emotional_distress=true,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
599,skibidi toilet,what the skibidi,"Turn ""what the skibidi"" into a sentence my coach can understand. Is it okay for school?",translation_normalization,absurd/random meme reference; chaotic or silly vibe,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
600,skibidi toilet,what the skibidi,"Why did kids at school type ""what the skibidi"" on the bus? Can it hurt someone's feelings?",meaning_clarification,absurd/random meme reference; chaotic or silly vibe,NEUTRAL_FACT,,child-safe synthetic usage; no harmful instructions,https://dictionary.cambridge.org/dictionary/english/skibidi
601,gyatt,skibidi gyatt,"Turn ""skibidi gyatt"" into a sentence my coach can understand. I want to understand the joke.",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
602,gyatt,gyatt,Can gyatt be inappropriate depending on who it is said about? Is it a compliment or insult?,context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
603,gyatt,gyatt,Kids said gyatt near me and I felt embarrassed. What should I do? How do I answer politely?,emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
604,gyatt,gyatt,A boy from class keeps yelling gyatt to embarrass people. How do I respond safely? I want to understand the joke.,possible_teasing,shock/admiration exclamation; can become body-objectifying depending on context,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
605,gyatt,gyatt,Should I avoid saying gyatt if I do not know what it means? Explain without making it weird.,social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
606,gyatt,gyatt,"Translate ""gyatt that was surprising"" into normal English for my aunt. Keep it short.",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
607,gyatt,sigma gyatt,"Could ""sigma gyatt"" mean something different depending on the meme? Is it okay for school?",context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
608,gyatt,gyatt,"Write a child-safe line where gyatt means surprise, not a comment about anyone. Can it hurt someone's feelings?",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
609,gyatt,gyatt reaction,"My sibling keeps saying ""gyatt reaction"" at me and laughing. How should I handle it? Can it hurt someone's feelings?",possible_teasing,shock/admiration exclamation; can become body-objectifying depending on context,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
610,gyatt,gyatt,A boy from class shouted gyatt at my basketball move. Does it mean wow? I am not sure if it is rude.,meaning_clarification,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
611,gyatt,gyatt,"Translate ""gyatt that was surprising"" into normal English for my cousin. Does it mean something bad?",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
612,gyatt,gyatt,My neighbor kid keeps yelling gyatt to embarrass people. How do I respond safely? How do I answer politely?,possible_teasing,shock/admiration exclamation; can become body-objectifying depending on context,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
613,gyatt,gyatt reaction,"Make a clean caption with ""gyatt reaction"" about my basketball move. Please explain simply.",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
614,gyatt,gyatt reaction,"Turn ""gyatt reaction"" into a sentence my cousin can understand. Why do kids say this?",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
615,gyatt,gyatt,Kids said gyatt near me and I felt embarrassed. What should I do? Should I ignore it?,emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
616,gyatt,gyatt,Is gyatt okay to say at school or should I use another word like wow? Is it just brainrot slang?,school_boundary,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
617,gyatt,skibidi gyatt,"Make a clean caption with ""skibidi gyatt"" about my backpack. Can you give a safer word?",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
618,gyatt,gyatt wow,"Should I use ""gyatt wow"" in group chat or is it too cringe? Is it just brainrot slang?",social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
619,gyatt,sigma gyatt,"Is ""sigma gyatt"" okay to say around my teacher? Is there a nicer way to say it?",school_boundary,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
620,gyatt,gyatt wow,"Is ""gyatt wow"" okay to say around my teacher? I heard it today.",school_boundary,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
621,gyatt,skibidi gyatt,"Turn ""skibidi gyatt"" into a sentence my class monitor can understand. Use easy words.",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
622,gyatt,gyatt reaction,"Should I use ""gyatt reaction"" in group chat or is it too cringe? I am not sure if it is rude.",social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
623,gyatt,gyatt,A boy from class keeps yelling gyatt to embarrass people. How do I respond safely? Is this internet slang?,possible_teasing,shock/admiration exclamation; can become body-objectifying depending on context,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
624,gyatt,gyatt moment,"I feel out of place because I do not understand ""gyatt moment"". What does it mean? Can you make it normal English?",emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
625,gyatt,gyatt moment,"Make a clean caption with ""gyatt moment"" about my sticker. I do not want to get in trouble.",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
626,gyatt,gyatt wow,"Why did a kid in my class type ""gyatt wow"" on Roblox? Use easy words.",meaning_clarification,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
627,gyatt,gyatt reaction,"Could ""gyatt reaction"" mean something different depending on the meme? Can you give a safer word?",context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
628,gyatt,gyatt,My gaming friend shouted gyatt at my haircut. Does it mean wow? Is there a nicer way to say it?,meaning_clarification,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
629,gyatt,gyatt reaction,"Why did my online friend type ""gyatt reaction"" while gaming? Make it kid-safe.",meaning_clarification,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
630,gyatt,gyatt,Is gyatt okay to say at school or should I use another word like wow? I do not want to get in trouble.,school_boundary,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
631,gyatt,gyatt,Kids said gyatt near me and I felt embarrassed. What should I do? Can you make it normal English?,emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
632,gyatt,gyatt wow,"Should I use ""gyatt wow"" in group chat or is it too cringe? Can you give a safer word?",social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
633,gyatt,gyatt,Should I avoid saying gyatt if I do not know what it means? Keep it short.,social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
634,gyatt,gyatt,Make a clean meme caption using gyatt only as surprise about my singing. Explain without making it weird.,creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
635,gyatt,gyatt,"Translate ""gyatt that was surprising"" into normal English for my aunt. Please explain simply.",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
636,gyatt,gyatt moment,"Is ""gyatt moment"" okay to say around my parent? How do I answer politely?",school_boundary,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
637,gyatt,gyatt wow,"Could ""gyatt wow"" mean something different depending on the meme? Can you make it normal English?",context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
638,gyatt,sigma gyatt,"Turn ""sigma gyatt"" into a sentence my cousin can understand. Can it hurt someone's feelings?",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
639,gyatt,gyatt,Can gyatt be inappropriate depending on who it is said about? Can you give a safer word?,context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
640,gyatt,gyatt wow,"Why did my online friend type ""gyatt wow"" in a meme? Make it kid-safe.",meaning_clarification,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
641,gyatt,gyatt moment,"I feel out of place because I do not understand ""gyatt moment"". What does it mean? Is it a compliment or insult?",emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
642,gyatt,gyatt wow,"My friend keeps saying ""gyatt wow"" at me and laughing. How should I handle it? Make it kid-safe.",possible_teasing,shock/admiration exclamation; can become body-objectifying depending on context,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
643,gyatt,gyatt,My online friend shouted gyatt at my handwriting. Does it mean wow? My parent asked what it means.,meaning_clarification,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
644,gyatt,gyatt,Can gyatt be inappropriate depending on who it is said about? Make it kid-safe.,context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
645,gyatt,gyatt reaction,"Should I use ""gyatt reaction"" in group chat or is it too cringe? How do I answer politely?",social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
646,gyatt,gyatt reaction,"I feel out of place because I do not understand ""gyatt reaction"". What does it mean? Can you give a safer word?",emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
647,gyatt,gyatt reaction,"I feel out of place because I do not understand ""gyatt reaction"". What does it mean? Can it hurt someone's feelings?",emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
648,gyatt,sigma gyatt,"Make a clean caption with ""sigma gyatt"" about my singing. I heard it today.",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
649,gyatt,gyatt,Make a clean meme caption using gyatt only as surprise about my handwriting. Keep it short.,creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
650,gyatt,gyatt,Can gyatt be inappropriate depending on who it is said about? Should I ignore it?,context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
651,gyatt,gyatt,Kids said gyatt near me and I felt embarrassed. What should I do? Is it okay for school?,emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
652,gyatt,gyatt,Kids said gyatt near me and I felt embarrassed. What should I do? Is it just brainrot slang?,emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
653,gyatt,gyatt,"Translate ""gyatt that was surprising"" into normal English for an adult. What should I say back?",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
654,gyatt,skibidi gyatt,"I feel out of place because I do not understand ""skibidi gyatt"". What does it mean? I do not want to sound mean.",emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
655,gyatt,gyatt reaction,"Make a clean caption with ""gyatt reaction"" about my school bag. Keep it short.",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
656,gyatt,gyatt wow,"I feel out of place because I do not understand ""gyatt wow"". What does it mean? Is it a compliment or insult?",emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
657,gyatt,gyatt wow,"I feel out of place because I do not understand ""gyatt wow"". What does it mean? How do I answer politely?",emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
658,gyatt,gyatt,"Translate ""gyatt that was surprising"" into normal English for an adult. Is it okay for school?",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
659,gyatt,sigma gyatt,"I feel out of place because I do not understand ""sigma gyatt"". What does it mean? Is this internet slang?",emotional_confusion,shock/admiration exclamation; can become body-objectifying depending on context,EMOTIONAL,has_emotional_distress=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
660,gyatt,gyatt,Should I avoid saying gyatt if I do not know what it means?,social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
661,gyatt,gyatt,My bestie shouted gyatt at my lunch. Does it mean wow? Keep it short.,meaning_clarification,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
662,gyatt,gyatt,Is gyatt okay to say at school or should I use another word like wow? Should I ignore it?,school_boundary,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
663,gyatt,gyatt,Can gyatt be inappropriate depending on who it is said about? What should I say back?,context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
664,gyatt,gyatt,"Write a child-safe line where gyatt means surprise, not a comment about anyone. Explain without making it weird.",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
665,gyatt,gyatt,Is gyatt okay to say at school or should I use another word like wow? How do I answer politely?,school_boundary,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
666,gyatt,gyatt,"Write a child-safe line where gyatt means surprise, not a comment about anyone. Should I ignore it?",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
667,gyatt,gyatt reaction,"Make a clean caption with ""gyatt reaction"" about my video edit. I do not want to get in trouble.",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
668,gyatt,gyatt,Can gyatt be inappropriate depending on who it is said about? I heard it today.,context_check,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
669,gyatt,gyatt,Make a clean meme caption using gyatt only as surprise about my clay model. Is it just brainrot slang?,creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
670,gyatt,skibidi gyatt,"Turn ""skibidi gyatt"" into a sentence my cousin can understand. My parent asked what it means.",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
671,gyatt,gyatt,Should I avoid saying gyatt if I do not know what it means? I do not want to get in trouble.,social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
672,gyatt,gyatt moment,"Should I use ""gyatt moment"" in group chat or is it too cringe? Make it kid-safe.",social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
673,gyatt,gyatt,My neighbor kid keeps yelling gyatt to embarrass people. How do I respond safely? Should I ignore it?,possible_teasing,shock/admiration exclamation; can become body-objectifying depending on context,BULLYING,has_bullying_involved=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
674,gyatt,gyatt,Should I avoid saying gyatt if I do not know what it means? Can you make it normal English?,social_advice,shock/admiration exclamation; can become body-objectifying depending on context,PERSONAL_DIRECTION,has_personal_direction=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
675,gyatt,sigma gyatt,"Make a clean caption with ""sigma gyatt"" about my sticker. Does it mean something bad?",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
676,gyatt,gyatt,"Write a child-safe line where gyatt means surprise, not a comment about anyone. I do not want to get in trouble.",creative_safe,shock/admiration exclamation; can become body-objectifying depending on context,GENERIC_INTENT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
677,gyatt,gyatt moment,"Turn ""gyatt moment"" into a sentence my cousin can understand. I do not want to sound mean.",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
678,gyatt,gyatt,"Translate ""gyatt that was surprising"" into normal English for an adult. Can you make it normal English?",translation_normalization,shock/admiration exclamation; can become body-objectifying depending on context,NEUTRAL_FACT,,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
679,gyatt,gyatt,What does gyatt mean when my friend says it during art class? I am not sure if it is rude.,meaning_clarification,shock/admiration exclamation; can become body-objectifying depending on context,AMBIGUOUS_RISK,needs_clarification=true;has_ambiguous_risk=true,keep non-sexual; treat as context-sensitive if aimed at a person/body,https://www.dictionary.com/culture/slang/gyatt
