row_id,input_text,transformed_input_text,transform_type
1220,"My close friend seem more cool than me, and I feel left behind. How can I handle it?","My close friend seem more cool than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1221,I feel left out when a boy on my bus talks to me. Is that normal for a girl my age?,I feel left out when a boy on my bus talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1222,"My close friend seem more confident than me, and I feel left behind. How can I handle it?","My close friend seem more confident than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1223,I feel nervous when a boy in my building talks to me. Is that normal for a girl my age?,I feel nervous when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1224,"My close friend seem more part of the group than me, and I feel left behind. How can I handle it?","My close friend seem more part of the group than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1225,A boy in my building smiled at me and now I keep thinking about it. Does that mean anything?,A boy in my building smiled at me and now I keep thinking about it. Does that mean anything?,already_ai_help_or_guidance
1226,"My close friend seem more easy to talk to than me, and I feel left behind. How can I handle it?","My close friend seem more easy to talk to than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1227,"I think I like a boy in my building, but I do not know how to act around him.","I think I like a boy in my building, but I do not know how to act around him.",already_ai_help_or_guidance
1228,"My close friend seem more fun to be around than me, and I feel left behind. How can I handle it?","My close friend seem more fun to be around than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1229,I feel shy when a boy in my building talks to me. Is that normal for a girl my age?,I feel shy when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1230,"My friend group seem more popular than me, and I feel left behind. How can I handle it?","My friend group seem more popular than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1231,I feel confused when a boy in my building talks to me. Is that normal for a girl my age?,I feel confused when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1232,"My friend group seem more liked by everyone than me, and I feel left behind. How can I handle it?","My friend group seem more liked by everyone than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1233,I feel embarrassed when a boy in my building talks to me. Is that normal for a girl my age?,I feel embarrassed when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1234,"My friend group seem more included than me, and I feel left behind. How can I handle it?","My friend group seem more included than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1235,I feel happy when a boy in my building talks to me. Is that normal for a girl my age?,I feel happy when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1236,"My friend group seem more noticed than me, and I feel left behind. How can I handle it?","My friend group seem more noticed than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1237,I feel scared when a boy in my building talks to me. Is that normal for a girl my age?,I feel scared when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1238,"My friend group seem more accepted than me, and I feel left behind. How can I handle it?","My friend group seem more accepted than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1239,I feel awkward when a boy in my building talks to me. Is that normal for a girl my age?,I feel awkward when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1240,"My friend group seem more cool than me, and I feel left behind. How can I handle it?","My friend group seem more cool than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1241,I feel worried when a boy in my building talks to me. Is that normal for a girl my age?,I feel worried when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1242,"My friend group seem more confident than me, and I feel left behind. How can I handle it?","My friend group seem more confident than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1243,I feel excited when a boy in my building talks to me. Is that normal for a girl my age?,I feel excited when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1244,"My friend group seem more part of the group than me, and I feel left behind. How can I handle it?","My friend group seem more part of the group than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1245,I feel left out when a boy in my building talks to me. Is that normal for a girl my age?,I feel left out when a boy in my building talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1246,"My friend group seem more easy to talk to than me, and I feel left behind. How can I handle it?","My friend group seem more easy to talk to than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1247,I feel nervous when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel nervous when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1248,"My friend group seem more fun to be around than me, and I feel left behind. How can I handle it?","My friend group seem more fun to be around than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1249,A boy from my sports club smiled at me and now I keep thinking about it. Does that mean anything?,A boy from my sports club smiled at me and now I keep thinking about it. Does that mean anything?,already_ai_help_or_guidance
1250,"Girls in my class seem more popular than me, and I feel left behind. How can I handle it?","Girls in my class seem more popular than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1251,"I think I like a boy from my sports club, but I do not know how to act around him.","I think I like a boy from my sports club, but I do not know how to act around him.",already_ai_help_or_guidance
1252,"Girls in my class seem more liked by everyone than me, and I feel left behind. How can I handle it?","Girls in my class seem more liked by everyone than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1253,I feel shy when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel shy when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1254,"Girls in my class seem more included than me, and I feel left behind. How can I handle it?","Girls in my class seem more included than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1255,I feel confused when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel confused when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1256,"Girls in my class seem more noticed than me, and I feel left behind. How can I handle it?","Girls in my class seem more noticed than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1257,I feel embarrassed when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel embarrassed when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1258,"Girls in my class seem more accepted than me, and I feel left behind. How can I handle it?","Girls in my class seem more accepted than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1259,I feel happy when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel happy when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1260,"Girls in my class seem more cool than me, and I feel left behind. How can I handle it?","Girls in my class seem more cool than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1261,I feel scared when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel scared when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1262,"Girls in my class seem more confident than me, and I feel left behind. How can I handle it?","Girls in my class seem more confident than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1263,I feel awkward when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel awkward when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1264,"Girls in my class seem more part of the group than me, and I feel left behind. How can I handle it?","Girls in my class seem more part of the group than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1265,I feel worried when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel worried when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1266,"Girls in my class seem more easy to talk to than me, and I feel left behind. How can I handle it?","Girls in my class seem more easy to talk to than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1267,I feel excited when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel excited when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1268,"Girls in my class seem more fun to be around than me, and I feel left behind. How can I handle it?","Girls in my class seem more fun to be around than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1269,I feel left out when a boy from my sports club talks to me. Is that normal for a girl my age?,I feel left out when a boy from my sports club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1270,"My classmates seem more popular than me, and I feel left behind. How can I handle it?","My classmates seem more popular than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1271,I feel nervous when a boy in my art class talks to me. Is that normal for a girl my age?,I feel nervous when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1272,"My classmates seem more liked by everyone than me, and I feel left behind. How can I handle it?","My classmates seem more liked by everyone than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1273,A boy in my art class smiled at me and now I keep thinking about it. Does that mean anything?,A boy in my art class smiled at me and now I keep thinking about it. Does that mean anything?,already_ai_help_or_guidance
1274,"My classmates seem more included than me, and I feel left behind. How can I handle it?","My classmates seem more included than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1275,"I think I like a boy in my art class, but I do not know how to act around him.","I think I like a boy in my art class, but I do not know how to act around him.",already_ai_help_or_guidance
1276,"My classmates seem more noticed than me, and I feel left behind. How can I handle it?","My classmates seem more noticed than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1277,I feel shy when a boy in my art class talks to me. Is that normal for a girl my age?,I feel shy when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1278,"My classmates seem more accepted than me, and I feel left behind. How can I handle it?","My classmates seem more accepted than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1279,I feel confused when a boy in my art class talks to me. Is that normal for a girl my age?,I feel confused when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1280,"My classmates seem more cool than me, and I feel left behind. How can I handle it?","My classmates seem more cool than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1281,I feel embarrassed when a boy in my art class talks to me. Is that normal for a girl my age?,I feel embarrassed when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1282,"My classmates seem more confident than me, and I feel left behind. How can I handle it?","My classmates seem more confident than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1283,I feel happy when a boy in my art class talks to me. Is that normal for a girl my age?,I feel happy when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1284,"My classmates seem more part of the group than me, and I feel left behind. How can I handle it?","My classmates seem more part of the group than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1285,I feel scared when a boy in my art class talks to me. Is that normal for a girl my age?,I feel scared when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1286,"My classmates seem more easy to talk to than me, and I feel left behind. How can I handle it?","My classmates seem more easy to talk to than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1287,I feel awkward when a boy in my art class talks to me. Is that normal for a girl my age?,I feel awkward when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1288,"My classmates seem more fun to be around than me, and I feel left behind. How can I handle it?","My classmates seem more fun to be around than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1289,I feel worried when a boy in my art class talks to me. Is that normal for a girl my age?,I feel worried when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1290,"My lunch group seem more popular than me, and I feel left behind. How can I handle it?","My lunch group seem more popular than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1291,I feel excited when a boy in my art class talks to me. Is that normal for a girl my age?,I feel excited when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1292,"My lunch group seem more liked by everyone than me, and I feel left behind. How can I handle it?","My lunch group seem more liked by everyone than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1293,I feel left out when a boy in my art class talks to me. Is that normal for a girl my age?,I feel left out when a boy in my art class talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1294,"My lunch group seem more included than me, and I feel left behind. How can I handle it?","My lunch group seem more included than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1295,I feel nervous when a boy in my math group talks to me. Is that normal for a girl my age?,I feel nervous when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1296,"My lunch group seem more noticed than me, and I feel left behind. How can I handle it?","My lunch group seem more noticed than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1297,A boy in my math group smiled at me and now I keep thinking about it. Does that mean anything?,A boy in my math group smiled at me and now I keep thinking about it. Does that mean anything?,already_ai_help_or_guidance
1298,"My lunch group seem more accepted than me, and I feel left behind. How can I handle it?","My lunch group seem more accepted than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1299,"I think I like a boy in my math group, but I do not know how to act around him.","I think I like a boy in my math group, but I do not know how to act around him.",already_ai_help_or_guidance
1300,"My lunch group seem more cool than me, and I feel left behind. How can I handle it?","My lunch group seem more cool than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1301,I feel shy when a boy in my math group talks to me. Is that normal for a girl my age?,I feel shy when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1302,"My lunch group seem more confident than me, and I feel left behind. How can I handle it?","My lunch group seem more confident than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1303,I feel confused when a boy in my math group talks to me. Is that normal for a girl my age?,I feel confused when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1304,"My lunch group seem more part of the group than me, and I feel left behind. How can I handle it?","My lunch group seem more part of the group than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1305,I feel embarrassed when a boy in my math group talks to me. Is that normal for a girl my age?,I feel embarrassed when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1306,"My lunch group seem more easy to talk to than me, and I feel left behind. How can I handle it?","My lunch group seem more easy to talk to than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1307,I feel happy when a boy in my math group talks to me. Is that normal for a girl my age?,I feel happy when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1308,"My lunch group seem more fun to be around than me, and I feel left behind. How can I handle it?","My lunch group seem more fun to be around than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1309,I feel scared when a boy in my math group talks to me. Is that normal for a girl my age?,I feel scared when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1310,"My school friends seem more popular than me, and I feel left behind. How can I handle it?","My school friends seem more popular than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1311,I feel awkward when a boy in my math group talks to me. Is that normal for a girl my age?,I feel awkward when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1312,"My school friends seem more liked by everyone than me, and I feel left behind. How can I handle it?","My school friends seem more liked by everyone than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1313,I feel worried when a boy in my math group talks to me. Is that normal for a girl my age?,I feel worried when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1314,"My school friends seem more included than me, and I feel left behind. How can I handle it?","My school friends seem more included than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1315,I feel excited when a boy in my math group talks to me. Is that normal for a girl my age?,I feel excited when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1316,"My school friends seem more noticed than me, and I feel left behind. How can I handle it?","My school friends seem more noticed than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1317,I feel left out when a boy in my math group talks to me. Is that normal for a girl my age?,I feel left out when a boy in my math group talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1318,"My school friends seem more accepted than me, and I feel left behind. How can I handle it?","My school friends seem more accepted than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1319,I feel nervous when a boy from my school club talks to me. Is that normal for a girl my age?,I feel nervous when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1320,"My school friends seem more cool than me, and I feel left behind. How can I handle it?","My school friends seem more cool than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1321,A boy from my school club smiled at me and now I keep thinking about it. Does that mean anything?,A boy from my school club smiled at me and now I keep thinking about it. Does that mean anything?,already_ai_help_or_guidance
1322,"My school friends seem more confident than me, and I feel left behind. How can I handle it?","My school friends seem more confident than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1323,"I think I like a boy from my school club, but I do not know how to act around him.","I think I like a boy from my school club, but I do not know how to act around him.",already_ai_help_or_guidance
1324,"My school friends seem more part of the group than me, and I feel left behind. How can I handle it?","My school friends seem more part of the group than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1325,I feel shy when a boy from my school club talks to me. Is that normal for a girl my age?,I feel shy when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1326,"My school friends seem more easy to talk to than me, and I feel left behind. How can I handle it?","My school friends seem more easy to talk to than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1327,I feel confused when a boy from my school club talks to me. Is that normal for a girl my age?,I feel confused when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1328,"My school friends seem more fun to be around than me, and I feel left behind. How can I handle it?","My school friends seem more fun to be around than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1329,I feel embarrassed when a boy from my school club talks to me. Is that normal for a girl my age?,I feel embarrassed when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1330,"My tuition friends seem more popular than me, and I feel left behind. How can I handle it?","My tuition friends seem more popular than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1331,I feel happy when a boy from my school club talks to me. Is that normal for a girl my age?,I feel happy when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1332,"My tuition friends seem more liked by everyone than me, and I feel left behind. How can I handle it?","My tuition friends seem more liked by everyone than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1333,I feel scared when a boy from my school club talks to me. Is that normal for a girl my age?,I feel scared when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1334,"My tuition friends seem more included than me, and I feel left behind. How can I handle it?","My tuition friends seem more included than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1335,I feel awkward when a boy from my school club talks to me. Is that normal for a girl my age?,I feel awkward when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1336,"My tuition friends seem more noticed than me, and I feel left behind. How can I handle it?","My tuition friends seem more noticed than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1337,I feel worried when a boy from my school club talks to me. Is that normal for a girl my age?,I feel worried when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1338,"My tuition friends seem more accepted than me, and I feel left behind. How can I handle it?","My tuition friends seem more accepted than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1339,I feel excited when a boy from my school club talks to me. Is that normal for a girl my age?,I feel excited when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1340,"My tuition friends seem more cool than me, and I feel left behind. How can I handle it?","My tuition friends seem more cool than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1341,I feel left out when a boy from my school club talks to me. Is that normal for a girl my age?,I feel left out when a boy from my school club talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1342,"My tuition friends seem more confident than me, and I feel left behind. How can I handle it?","My tuition friends seem more confident than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1343,I feel nervous when a boy in my science project talks to me. Is that normal for a girl my age?,I feel nervous when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1344,"My tuition friends seem more part of the group than me, and I feel left behind. How can I handle it?","My tuition friends seem more part of the group than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1345,A boy in my science project smiled at me and now I keep thinking about it. Does that mean anything?,A boy in my science project smiled at me and now I keep thinking about it. Does that mean anything?,already_ai_help_or_guidance
1346,"My tuition friends seem more easy to talk to than me, and I feel left behind. How can I handle it?","My tuition friends seem more easy to talk to than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1347,"I think I like a boy in my science project, but I do not know how to act around him.","I think I like a boy in my science project, but I do not know how to act around him.",already_ai_help_or_guidance
1348,"My tuition friends seem more fun to be around than me, and I feel left behind. How can I handle it?","My tuition friends seem more fun to be around than me, and I feel left behind. How can I handle it?",already_ai_help_or_guidance
1349,I feel shy when a boy in my science project talks to me. Is that normal for a girl my age?,I feel shy when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1350,My best friend leave me out of plans. How can I feel included without begging?,My best friend leave me out of plans. How can I feel included without begging?,already_ai_help_or_guidance
1351,I feel confused when a boy in my science project talks to me. Is that normal for a girl my age?,I feel confused when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1352,My best friend whisper without me. How can I feel included without begging?,My best friend whisper without me. How can I feel included without begging?,already_ai_help_or_guidance
1353,I feel embarrassed when a boy in my science project talks to me. Is that normal for a girl my age?,I feel embarrassed when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1354,My best friend make inside jokes I do not understand. How can I feel included without begging?,My best friend make inside jokes I do not understand. How can I feel included without begging?,already_ai_help_or_guidance
1355,I feel happy when a boy in my science project talks to me. Is that normal for a girl my age?,I feel happy when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1356,My best friend sit together without saving me a seat. How can I feel included without begging?,My best friend sit together without saving me a seat. How can I feel included without begging?,already_ai_help_or_guidance
1357,I feel scared when a boy in my science project talks to me. Is that normal for a girl my age?,I feel scared when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1358,My best friend make groups without asking me. How can I feel included without begging?,My best friend make groups without asking me. How can I feel included without begging?,already_ai_help_or_guidance
1359,I feel awkward when a boy in my science project talks to me. Is that normal for a girl my age?,I feel awkward when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1360,My best friend talk about weekend plans in front of me. How can I feel included without begging?,My best friend talk about weekend plans in front of me. How can I feel included without begging?,already_ai_help_or_guidance
1361,I feel worried when a boy in my science project talks to me. Is that normal for a girl my age?,I feel worried when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1362,My best friend share photos from hangouts I was not invited to. How can I feel included without begging?,My best friend share photos from hangouts I was not invited to. How can I feel included without begging?,already_ai_help_or_guidance
1363,I feel excited when a boy in my science project talks to me. Is that normal for a girl my age?,I feel excited when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1364,My best friend choose partners before I can ask. How can I feel included without begging?,My best friend choose partners before I can ask. How can I feel included without begging?,already_ai_help_or_guidance
1365,I feel left out when a boy in my science project talks to me. Is that normal for a girl my age?,I feel left out when a boy in my science project talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1366,My best friend ignore me in the group chat. How can I feel included without begging?,My best friend ignore me in the group chat. How can I feel included without begging?,already_ai_help_or_guidance
1367,I feel nervous when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel nervous when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1368,My best friend call me quiet all the time. How can I feel included without begging?,My best friend call me quiet all the time. How can I feel included without begging?,already_ai_help_or_guidance
1369,A boy from my neighborhood smiled at me and now I keep thinking about it. Does that mean anything?,A boy from my neighborhood smiled at me and now I keep thinking about it. Does that mean anything?,already_ai_help_or_guidance
1370,My close friend leave me out of plans. How can I feel included without begging?,My close friend leave me out of plans. How can I feel included without begging?,already_ai_help_or_guidance
1371,"I think I like a boy from my neighborhood, but I do not know how to act around him.","I think I like a boy from my neighborhood, but I do not know how to act around him.",already_ai_help_or_guidance
1372,My close friend whisper without me. How can I feel included without begging?,My close friend whisper without me. How can I feel included without begging?,already_ai_help_or_guidance
1373,I feel shy when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel shy when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1374,My close friend make inside jokes I do not understand. How can I feel included without begging?,My close friend make inside jokes I do not understand. How can I feel included without begging?,already_ai_help_or_guidance
1375,I feel confused when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel confused when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1376,My close friend sit together without saving me a seat. How can I feel included without begging?,My close friend sit together without saving me a seat. How can I feel included without begging?,already_ai_help_or_guidance
1377,I feel embarrassed when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel embarrassed when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1378,My close friend make groups without asking me. How can I feel included without begging?,My close friend make groups without asking me. How can I feel included without begging?,already_ai_help_or_guidance
1379,I feel happy when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel happy when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1380,My close friend talk about weekend plans in front of me. How can I feel included without begging?,My close friend talk about weekend plans in front of me. How can I feel included without begging?,already_ai_help_or_guidance
1381,I feel scared when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel scared when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1382,My close friend share photos from hangouts I was not invited to. How can I feel included without begging?,My close friend share photos from hangouts I was not invited to. How can I feel included without begging?,already_ai_help_or_guidance
1383,I feel awkward when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel awkward when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1384,My close friend choose partners before I can ask. How can I feel included without begging?,My close friend choose partners before I can ask. How can I feel included without begging?,already_ai_help_or_guidance
1385,I feel worried when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel worried when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1386,My close friend ignore me in the group chat. How can I feel included without begging?,My close friend ignore me in the group chat. How can I feel included without begging?,already_ai_help_or_guidance
1387,I feel excited when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel excited when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1388,My close friend call me quiet all the time. How can I feel included without begging?,My close friend call me quiet all the time. How can I feel included without begging?,already_ai_help_or_guidance
1389,I feel left out when a boy from my neighborhood talks to me. Is that normal for a girl my age?,I feel left out when a boy from my neighborhood talks to me. Is that normal for a girl my age?,already_ai_help_or_guidance
1390,My friend group leave me out of plans. How can I feel included without begging?,My friend group leave me out of plans. How can I feel included without begging?,already_ai_help_or_guidance
1391,How can I talk to my crush without being weird?,How can I talk to my crush without being weird?,already_ai_help_or_guidance
1392,My friend group whisper without me. How can I feel included without begging?,My friend group whisper without me. How can I feel included without begging?,already_ai_help_or_guidance
1393,How do I message my crush first without being weird?,How do I message my crush first without being weird?,already_ai_help_or_guidance
1394,My friend group make inside jokes I do not understand. How can I feel included without begging?,My friend group make inside jokes I do not understand. How can I feel included without begging?,already_ai_help_or_guidance
1395,What should I say if my crush says hi to me without being weird?,What should I say if my crush says hi to me without being weird?,already_ai_help_or_guidance
1396,My friend group sit together without saving me a seat. How can I feel included without begging?,My friend group sit together without saving me a seat. How can I feel included without begging?,already_ai_help_or_guidance
1397,How can I talk to my crush without looking desperate?,How can I talk to my crush without looking desperate?,already_ai_help_or_guidance
1398,My friend group make groups without asking me. How can I feel included without begging?,My friend group make groups without asking me. How can I feel included without begging?,already_ai_help_or_guidance
1399,How do I message my crush first without looking desperate?,How do I message my crush first without looking desperate?,already_ai_help_or_guidance
1400,My friend group talk about weekend plans in front of me. How can I feel included without begging?,My friend group talk about weekend plans in front of me. How can I feel included without begging?,already_ai_help_or_guidance
1401,What should I say if my crush says hi to me without looking desperate?,What should I say if my crush says hi to me without looking desperate?,already_ai_help_or_guidance
1402,My friend group share photos from hangouts I was not invited to. How can I feel included without begging?,My friend group share photos from hangouts I was not invited to. How can I feel included without begging?,already_ai_help_or_guidance
1403,How can I talk to my crush without changing myself?,How can I talk to my crush without changing myself?,already_ai_help_or_guidance
1404,My friend group choose partners before I can ask. How can I feel included without begging?,My friend group choose partners before I can ask. How can I feel included without begging?,already_ai_help_or_guidance
